origin,destination,origin_iso3,destination_iso3,n_researchers,phd_year_min,phd_year_max,phd_year_mean,origin_year_min,origin_year_max,origin_year_mean,route
PL,SE,POL,SWE,33,1976,2016,2003,1967,2009,1994,PL → SE
IQ,US,IRQ,USA,33,1985,2016,2011,1956,2008,1996,IQ → US
IN,FI,IND,FIN,33,2007,2016,2014,1978,2009,2003,IN → FI
FR,CN,FRA,CHN,33,1982,2016,2006,1969,2010,2000,FR → CN
CA,DE,CAN,DEU,33,1992,2016,2010,1981,2012,1999,CA → DE
SG,CN,SGP,CHN,33,2001,2014,2008,1995,2010,2004,SG → CN
DE,BR,DEU,BRA,32,1971,2016,1993,1969,2006,1988,DE → BR
CN,IE,CHN,IRL,32,1993,2016,2011,1979,2010,2000,CN → IE
CN,BE,CHN,BEL,32,2005,2016,2014,1994,2010,2003,CN → BE
NL,IT,NLD,ITA,32,1979,2016,2002,1970,2014,1996,NL → IT
TR,DE,TUR,DEU,32,1987,2016,2011,1976,2009,2000,TR → DE
FR,TN,FRA,TUN,32,1982,2015,2000,1966,2011,1993,FR → TN
CU,BR,CUB,BRA,32,1995,2016,2010,1969,2008,1995,CU → BR
US,FI,USA,FIN,32,1986,2016,2003,1974,2007,1995,US → FI
RO,FR,ROU,FRA,31,1993,2016,2005,1974,2013,1995,RO → FR
IN,NZ,IND,NZL,31,1974,2016,2009,1962,2012,1997,IN → NZ
AU,IR,AUS,IRN,31,1984,2014,2003,1978,2010,1999,AU → IR
PL,DE,POL,DEU,31,1984,2016,2010,1971,2011,2001,PL → DE
AU,DE,AUS,DEU,31,1987,2015,2006,1973,2011,1998,AU → DE
EG,CA,EGY,CAN,31,1995,2016,2014,1979,2008,1999,EG → CA
PT,NL,PRT,NLD,31,2005,2016,2012,1990,2011,2002,PT → NL
MY,AU,MYS,AUS,31,1990,2016,2010,1976,2010,1999,MY → AU
GR,ES,GRC,ESP,31,2003,2016,2012,1987,2005,2000,GR → ES
DE,IE,DEU,IRL,30,1990,2016,2007,1972,2013,1997,DE → IE
CA,QA,CAN,QAT,30,1978,2014,2006,1962,2012,1996,CA → QA
RU,CA,RUS,CAN,30,1953,2016,1997,1947,2009,1985,RU → CA
AU,SE,AUS,SWE,30,1989,2016,2006,1972,2008,1998,AU → SE
AT,CH,AUT,CHE,30,1985,2015,2009,1978,2013,2001,AT → CH
RS,US,SRB,USA,30,1978,2016,2004,1968,2009,1992,RS → US
ID,JP,IDN,JPN,30,1993,2016,2011,1981,2009,2001,ID → JP
GR,NL,GRC,NLD,30,1996,2016,2011,1987,2008,2001,GR → NL
US,PR,USA,PRI,30,1982,2012,1996,1973,2011,1989,US → PR
MY,IR,MYS,IRN,30,2008,2016,2012,2004,2011,2008,MY → IR
PT,FR,PRT,FRA,30,1985,2016,2007,1969,2012,1998,PT → FR
FR,JP,FRA,JPN,29,1995,2015,2010,1991,2010,2004,FR → JP
SY,US,SYR,USA,29,2010,2011,2010,1974,2006,1997,SY → US
RU,CH,RUS,CHE,29,1988,2016,2010,1974,2008,1999,RU → CH
CO,CL,COL,CHL,29,2002,2016,2012,1976,2009,2000,CO → CL
KR,JP,KOR,JPN,29,1990,2016,2009,1980,2011,2000,KR → JP
RU,ES,RUS,ESP,29,1973,2016,2003,1962,2006,1990,RU → ES
IR,DK,IRN,DNK,29,2009,2016,2014,1988,2012,2001,IR → DK
PL,DK,POL,DNK,29,2002,2016,2012,1993,2011,2003,PL → DK
US,KW,USA,KWT,29,1972,2014,2002,1967,2009,1993,US → KW
GB,FI,GBR,FIN,29,1982,2016,2006,1971,2013,1999,GB → FI
HU,SE,HUN,SWE,29,1985,2016,2006,1975,2007,1997,HU → SE
RU,KZ,RUS,KAZ,28,1983,2010,1999,1959,2008,1978,RU → KZ
IR,IT,IRN,ITA,28,2012,2016,2016,1993,2011,2004,IR → IT
SG,GB,SGP,GBR,28,2001,2016,2011,1986,2012,2003,SG → GB
IN,ET,IND,ETH,28,1979,2016,2005,1968,2012,1998,IN → ET
CN,ES,CHN,ESP,28,1996,2016,2012,1990,2013,2003,CN → ES
CH,IT,CHE,ITA,28,1987,2013,2004,1972,2013,2000,CH → IT
BD,KR,BGD,KOR,28,2006,2016,2015,1984,2012,2003,BD → KR
UA,DE,UKR,DEU,28,1980,2016,2004,1969,2009,1992,UA → DE
MY,SA,MYS,SAU,28,1993,2016,2010,1978,2012,2004,MY → SA
RU,NL,RUS,NLD,28,1990,2016,2006,1971,2010,1995,RU → NL
SK,CZ,SVK,CZE,27,1981,2016,2006,1965,2010,1995,SK → CZ
VE,CO,VEN,COL,27,1988,2016,2010,1967,2010,1992,VE → CO
RS,GB,SRB,GBR,27,1985,2016,2007,1969,2009,1993,RS → GB
GB,BE,GBR,BEL,27,1983,2016,2006,1980,2011,1999,GB → BE
FI,US,FIN,USA,27,1962,2016,2003,1960,2011,1995,FI → US
NL,FR,NLD,FRA,27,1983,2016,2004,1959,2012,1996,NL → FR
CA,CH,CAN,CHE,27,1984,2016,2008,1975,2011,1998,CA → CH
KR,CA,KOR,CAN,27,1998,2016,2011,1978,2013,1999,KR → CA
US,LB,USA,LBN,27,1972,2013,1994,1967,2008,1990,US → LB
GH,GB,GHA,GBR,27,2005,2016,2014,1989,2008,2001,GH → GB
MX,CO,MEX,COL,27,2000,2016,2007,1971,2012,1997,MX → CO
NL,CH,NLD,CHE,27,1981,2016,2004,1973,2012,1996,NL → CH
IN,NP,IND,NPL,27,1988,2013,2004,1983,2012,2002,IN → NP
GB,KE,GBR,KEN,26,1970,2016,1997,1965,2013,1991,GB → KE
US,PK,USA,PAK,26,1978,2016,2006,1971,2012,2000,US → PK
JP,TW,JPN,TWN,26,1976,2013,1998,1973,2008,1993,JP → TW
VN,KR,VNM,KOR,26,2011,2017,2015,1992,2010,2005,VN → KR
GH,US,GHA,USA,26,1983,2016,2009,1969,2010,1997,GH → US
PK,DE,PAK,DEU,26,2012,2016,2016,1996,2011,2004,PK → DE
HK,GB,HKG,GBR,26,1986,2016,2010,1978,2010,2002,HK → GB
CH,CA,CHE,CAN,26,1969,2016,2005,1961,2009,1994,CH → CA
FR,NL,FRA,NLD,26,2005,2016,2011,1985,2012,2002,FR → NL
KR,AU,KOR,AUS,26,1998,2016,2011,1982,2012,1999,KR → AU
ET,US,ETH,USA,26,1988,2016,2010,1973,2002,1993,ET → US
FR,DZ,FRA,DZA,26,1983,2012,1997,1978,2008,1991,FR → DZ
JO,AE,JOR,ARE,26,1992,2016,2007,1984,2010,1997,JO → AE
US,BE,USA,BEL,25,1988,2016,2009,1975,2011,1999,US → BE
MY,GB,MYS,GBR,25,2000,2016,2013,1990,2011,2002,MY → GB
BD,CA,BGD,CAN,25,2005,2016,2014,1986,2008,2002,BD → CA
BG,GB,BGR,GBR,25,1985,2016,2008,1979,2009,1996,BG → GB
DE,BE,DEU,BEL,25,1990,2016,2010,1974,2012,1998,DE → BE
TH,US,THA,USA,25,1997,2016,2013,1985,2010,2002,TH → US
CA,KR,CAN,KOR,25,1980,2016,2005,1970,2008,1998,CA → KR
SA,US,SAU,USA,25,2008,2016,2015,1996,2011,2002,SA → US
BD,JP,BGD,JPN,25,1997,2016,2012,1987,2008,2000,BD → JP
CU,MX,CUB,MEX,25,1979,2016,2006,1965,2008,1991,CU → MX
NL,ES,NLD,ESP,25,1992,2016,2009,1982,2011,2002,NL → ES
JP,DE,JPN,DEU,25,1991,2016,2008,1981,2011,2000,JP → DE
GR,CH,GRC,CHE,24,1992,2016,2009,1981,2007,2000,GR → CH
CA,AE,CAN,ARE,24,1985,2016,2005,1977,2007,1998,CA → AE
CN,PK,CHN,PAK,24,2007,2014,2012,2003,2012,2008,CN → PK
IN,ES,IND,ESP,24,2007,2016,2014,1995,2009,2004,IN → ES
PH,AU,PHL,AUS,24,2001,2016,2012,1979,2009,1998,PH → AU
ES,BE,ESP,BEL,24,2000,2016,2011,1992,2012,2002,ES → BE
KR,CN,KOR,CHN,24,2001,2015,2010,1988,2009,2003,KR → CN
GB,CO,GBR,COL,24,1998,2016,2005,1993,2010,2000,GB → CO
UA,GB,UKR,GBR,24,1976,2016,2002,1969,2008,1991,UA → GB
FI,GB,FIN,GBR,24,1997,2016,2009,1973,2013,2000,FI → GB
MX,DE,MEX,DEU,24,2008,2016,2014,1995,2009,2004,MX → DE
CH,SE,CHE,SWE,24,1986,2016,2006,1967,2012,1997,CH → SE
KE,US,KEN,USA,24,1998,2016,2011,1977,2007,1994,KE → US
JP,ID,JPN,IDN,24,1986,2013,2004,1983,2011,2001,JP → ID
CA,IR,CAN,IRN,24,1990,2016,2001,1983,2006,1995,CA → IR
CN,NO,CHN,NOR,24,1999,2016,2013,1989,2009,2003,CN → NO
LK,GB,LKA,GBR,24,1997,2016,2010,1979,2008,1997,LK → GB
NO,SE,NOR,SWE,23,1997,2016,2008,1960,2009,1997,NO → SE
DE,FI,DEU,FIN,23,1991,2016,2008,1979,2012,1997,DE → FI
IT,IE,ITA,IRL,23,2004,2016,2012,1987,2010,2002,IT → IE
BE,AU,BEL,AUS,23,1982,2016,2005,1960,2009,1996,BE → AU
BR,CO,BRA,COL,23,1990,2016,2006,1987,2012,2002,BR → CO
CO,CA,COL,CAN,23,2011,2016,2016,1991,2007,1999,CO → CA
CN,PT,CHN,PRT,23,1990,2016,2009,1980,2006,1998,CN → PT
IN,IR,IND,IRN,23,1989,2016,2003,1974,2010,1995,IN → IR
CO,DE,COL,DEU,23,2007,2016,2014,1985,2010,2001,CO → DE
SE,DE,SWE,DEU,23,1984,2016,2006,1915,2009,1995,SE → DE
DE,EG,DEU,EGY,23,2001,2013,2009,1962,2009,2001,DE → EG
TW,GB,TWN,GBR,23,1990,2016,2009,1977,2004,1996,TW → GB
GB,IQ,GBR,IRQ,23,1976,2016,2000,1971,2011,1995,GB → IQ
JP,BD,JPN,BGD,23,1994,2013,2006,1992,2010,2003,JP → BD
DE,JP,DEU,JPN,23,1996,2016,2005,1976,2010,1999,DE → JP
US,KE,USA,KEN,23,1972,2014,2000,1959,2012,1992,US → KE
RU,AT,RUS,AUT,23,1995,2016,2007,1971,2006,1995,RU → AT
GR,IT,GRC,ITA,22,1985,2016,2009,1970,2008,1996,GR → IT
NP,KR,NPL,KOR,22,2001,2016,2014,1989,2010,2001,NP → KR
FR,LB,FRA,LBN,22,1987,2013,2005,1982,2010,2001,FR → LB
IN,CN,IND,CHN,22,2004,2016,2012,1990,2011,2002,IN → CN
CO,AU,COL,AUS,22,2002,2016,2013,1982,2004,1997,CO → AU
IN,NO,IND,NOR,22,1989,2016,2008,1976,2009,1997,IN → NO
RU,IT,RUS,ITA,22,1975,2016,1996,1966,2006,1988,RU → IT
RU,MX,RUS,MEX,22,1976,2016,1993,1956,2008,1981,RU → MX
RO,ES,ROU,ESP,22,1997,2016,2009,1989,2005,1997,RO → ES
FR,QA,FRA,QAT,22,1979,2013,2000,1965,2010,1996,FR → QA
ES,IE,ESP,IRL,22,2002,2016,2012,1991,2007,2001,ES → IE
PT,DK,PRT,DNK,22,2004,2016,2012,1989,2010,2002,PT → DK
US,AR,USA,ARG,22,1981,2010,1995,1974,2006,1990,US → AR
DE,KR,DEU,KOR,22,1988,2016,2000,1965,2009,1992,DE → KR
AT,SE,AUT,SWE,22,1990,2016,2010,1981,2009,2001,AT → SE
MX,CA,MEX,CAN,22,1987,2016,2012,1969,2010,2000,MX → CA
CH,AT,CHE,AUT,22,1982,2010,1999,1978,2010,1994,CH → AT
BE,CH,BEL,CHE,22,1984,2016,2005,1979,2011,1998,BE → CH
US,RU,USA,RUS,22,1996,2016,2006,1989,2010,1999,US → RU
TN,SA,TUN,SAU,22,1995,2016,2008,1984,2007,1999,TN → SA
SE,AU,SWE,AUS,21,1995,2016,2008,1975,2010,1998,SE → AU
CN,FI,CHN,FIN,21,2005,2016,2013,1992,2011,2003,CN → FI
NL,NO,NLD,NOR,21,1997,2016,2007,1976,2010,1995,NL → NO
FR,SA,FRA,SAU,21,1978,2012,2002,1970,2009,1996,FR → SA
GB,IL,GBR,ISR,21,1987,2016,2005,1961,2010,1991,GB → IL
IL,GB,ISR,GBR,21,1989,2016,2007,1972,2007,1995,IL → GB
FR,FI,FRA,FIN,20,1982,2016,2007,1969,2011,2002,FR → FI
BG,US,BGR,USA,20,1972,2015,2003,1961,2008,1989,BG → US
FR,AT,FRA,AUT,20,1994,2016,2010,1991,2010,2004,FR → AT
DK,NO,DNK,NOR,20,1993,2014,2005,1970,2010,1996,DK → NO
CA,HK,CAN,HKG,20,1982,2014,2002,1973,2005,1993,CA → HK
JP,TH,JPN,THA,20,1984,2013,2005,1980,2013,1996,JP → TH
CA,BR,CAN,BRA,20,1969,2014,1997,1965,2008,1993,CA → BR
ES,AT,ESP,AUT,20,1997,2014,2009,1987,2008,1999,ES → AT
CZ,US,CZE,USA,20,1993,2016,2006,1982,2013,1999,CZ → US
ID,US,IDN,USA,20,1976,2016,2009,1964,2010,1998,ID → US
CA,DK,CAN,DNK,20,1983,2016,2009,1968,2011,1999,CA → DK
JO,QA,JOR,QAT,20,1981,2016,2000,1970,2009,1992,JO → QA
AU,ID,AUS,IDN,20,1989,2015,2006,1984,2009,2000,AU → ID
EG,DE,EGY,DEU,20,2004,2016,2014,1987,2006,2001,EG → DE
DE,CO,DEU,COL,20,1978,2013,1999,1969,2008,1992,DE → CO
FR,PK,FRA,PAK,20,2009,2014,2011,2005,2010,2007,FR → PK
CA,ES,CAN,ESP,20,1978,2016,2003,1968,2010,1996,CA → ES
PH,JP,PHL,JPN,20,1995,2016,2012,1976,2009,1999,PH → JP
NL,PT,NLD,PRT,20,1992,2016,2007,1988,2011,1999,NL → PT
AT,AU,AUT,AUS,20,1996,2016,2009,1984,2009,2001,AT → AU
TN,FR,TUN,FRA,19,2011,2016,2014,1992,2010,2005,TN → FR
CA,NL,CAN,NLD,19,1990,2016,2008,1978,2011,2002,CA → NL
JP,EG,JPN,EGY,19,1994,2012,2006,1990,2009,2002,JP → EG
KR,DE,KOR,DEU,19,2001,2016,2012,1981,2008,2001,KR → DE
IR,NL,IRN,NLD,19,2012,2016,2016,1993,2012,2003,IR → NL
CO,FR,COL,FRA,19,2013,2016,2015,1980,2012,2002,CO → FR
BR,IT,BRA,ITA,19,1994,2016,2010,1976,2009,1997,BR → IT
GR,BE,GRC,BEL,19,2001,2016,2012,1979,2010,1999,GR → BE
ZA,NZ,ZAF,NZL,19,1990,2016,2000,1974,2011,1991,ZA → NZ
HR,US,HRV,USA,19,1963,2016,1999,1952,2005,1985,HR → US
CO,SE,COL,SWE,19,1982,2016,2012,1973,2008,1996,CO → SE
LB,FR,LBN,FRA,19,1997,2016,2012,1987,2009,2004,LB → FR
TW,CN,TWN,CHN,19,2003,2016,2010,1985,2012,2003,TW → CN
DE,SG,DEU,SGP,19,1997,2016,2007,1985,2012,2000,DE → SG
CU,US,CUB,USA,19,1985,2016,2007,1964,2006,1990,CU → US
GB,NG,GBR,NGA,19,1980,2013,2000,1977,2010,1994,GB → NG
DE,JO,DEU,JOR,19,1979,2014,2003,1976,2010,1999,DE → JO
BE,DE,BEL,DEU,19,1970,2014,2008,1960,2011,2001,BE → DE
NL,AT,NLD,AUT,19,1977,2016,2002,1970,2010,1997,NL → AT
UZ,RU,UZB,RUS,19,1993,1996,1994,1966,2004,1980,UZ → RU
DE,MX,DEU,MEX,19,1987,2010,1999,1973,2009,1992,DE → MX
FR,MA,FRA,MAR,18,1986,2013,2000,1982,2009,1994,FR → MA
FI,DK,FIN,DNK,18,1996,2016,2006,1970,2011,1996,FI → DK
BR,DK,BRA,DNK,18,1992,2016,2011,1982,2012,2001,BR → DK
CZ,DE,CZE,DEU,18,1983,2016,2004,1972,2011,1999,CZ → DE
HU,DE,HUN,DEU,18,1994,2014,2005,1985,2008,1999,HU → DE
AU,DK,AUS,DNK,18,2003,2015,2010,1989,2010,2003,AU → DK
BE,ES,BEL,ESP,18,1995,2014,2007,1976,2010,1995,BE → ES
CR,US,CRI,USA,18,1997,2016,2012,1985,2005,1998,CR → US
CA,MX,CAN,MEX,18,1976,2014,1999,1972,2008,1993,CA → MX
GR,FR,GRC,FRA,18,1998,2016,2010,1972,2008,1998,GR → FR
ES,AR,ESP,ARG,18,2001,2016,2010,1991,2012,2003,ES → AR
DE,LU,DEU,LUX,18,1985,2015,2002,1974,2010,2000,DE → LU
PL,AU,POL,AUS,18,1981,2016,2006,1976,2009,1995,PL → AU
SY,GB,SYR,GBR,18,2004,2016,2012,1979,2003,1996,SY → GB
SY,SA,SYR,SAU,18,1984,2016,2005,1964,2008,1990,SY → SA
RO,PT,ROU,PRT,18,1990,2016,2008,1980,2006,1996,RO → PT
US,EC,USA,ECU,18,1989,2011,2003,1979,2012,1996,US → EC
GB,OM,GBR,OMN,18,1979,2016,2004,1976,2011,2001,GB → OM
DE,CL,DEU,CHL,18,1999,2015,2008,1985,2007,1998,DE → CL
CL,GB,CHL,GBR,18,1981,2016,2012,1961,2006,1998,CL → GB
AU,CH,AUS,CHE,18,1978,2015,2005,1972,2010,1997,AU → CH
CA,IT,CAN,ITA,18,1981,2017,2000,1972,2012,1993,CA → IT
RO,HU,ROU,HUN,18,1975,2016,2009,1965,2008,1995,RO → HU
LB,QA,LBN,QAT,18,2003,2016,2010,1978,2010,1998,LB → QA
CA,EG,CAN,EGY,18,1980,2013,2004,1976,2009,1998,CA → EG
DE,SA,DEU,SAU,17,1983,2010,2003,1978,2010,1997,DE → SA
AR,GB,ARG,GBR,17,1989,2015,2008,1976,2008,1993,AR → GB
PL,ES,POL,ESP,17,1972,2016,2006,1963,2011,1999,PL → ES
TR,NL,TUR,NLD,17,2008,2016,2015,1995,2010,2003,TR → NL
US,ID,USA,IDN,17,1975,2016,2003,1971,2006,1993,US → ID
BE,CA,BEL,CAN,17,1982,2016,2006,1972,2011,1995,BE → CA
FR,MY,FRA,MYS,17,1984,2011,2001,1975,2007,1994,FR → MY
FR,NZ,FRA,NZL,17,1997,2013,2006,1978,2008,1999,FR → NZ
TW,AU,TWN,AUS,17,2001,2016,2010,1977,2008,1997,TW → AU
NG,CA,NGA,CAN,17,1995,2016,2012,1977,2009,1997,NG → CA
PK,CA,PAK,CAN,17,1991,2016,2009,1979,2009,1995,PK → CA
IT,FI,ITA,FIN,17,1989,2016,2009,1979,2010,1999,IT → FI
IN,AT,IND,AUT,17,1999,2017,2012,1976,2008,1999,IN → AT
JP,SG,JPN,SGP,17,1991,2016,2006,1976,2014,2000,JP → SG
IR,ES,IRN,ESP,17,2009,2016,2015,1994,2008,2002,IR → ES
JO,GB,JOR,GBR,17,2000,2016,2013,1991,2006,2000,JO → GB
DZ,FR,DZA,FRA,17,2000,2016,2011,1988,2008,2001,DZ → FR
IN,MX,IND,MEX,17,1990,2016,2010,1985,2009,2001,IN → MX
BR,CL,BRA,CHL,17,1992,2016,2007,1972,2007,1994,BR → CL
KZ,RU,KAZ,RUS,17,1999,2012,2006,1957,2007,1980,KZ → RU
CU,CO,CUB,COL,17,1990,2016,2008,1967,2009,1995,CU → CO
MY,ID,MYS,IDN,16,2007,2013,2010,1994,2009,2004,MY → ID
NL,CN,NLD,CHN,16,1997,2013,2006,1978,2010,2000,NL → CN
GB,GH,GBR,GHA,16,1981,2014,2005,1977,2010,2000,GB → GH
NG,SA,NGA,SAU,16,1998,2016,2012,1992,2007,2000,NG → SA
AT,PK,AUT,PAK,16,2006,2012,2010,2003,2009,2007,AT → PK
PK,SE,PAK,SWE,16,1995,2016,2013,1977,2012,2000,PK → SE
PL,FR,POL,FRA,16,1990,2016,2008,1978,2004,1996,PL → FR
TR,CA,TUR,CAN,16,1999,2016,2010,1970,2006,1997,TR → CA
TN,QA,TUN,QAT,16,1991,2015,2006,1979,2009,1998,TN → QA
IT,CN,ITA,CHN,16,2001,2016,2010,1991,2011,2002,IT → CN
BD,SE,BGD,SWE,16,2003,2016,2013,1988,2008,1999,BD → SE
DE,ZA,DEU,ZAF,16,1990,2016,2006,1979,2011,1996,DE → ZA
JP,IR,JPN,IRN,16,1977,2014,2001,1970,2010,1998,JP → IR
RO,DE,ROU,DEU,16,1996,2016,2009,1985,2010,2000,RO → DE
AR,CL,ARG,CHL,16,1966,2015,2002,1957,2005,1990,AR → CL
HU,AT,HUN,AUT,16,1997,2016,2007,1976,2008,1996,HU → AT
CA,IE,CAN,IRL,16,1979,2016,2004,1976,2011,1997,CA → IE
JO,MY,JOR,MYS,16,2004,2016,2015,1990,2007,2000,JO → MY
CA,AT,CAN,AUT,16,1990,2016,2010,1991,2012,2002,CA → AT
AM,RU,ARM,RUS,15,1959,2016,1995,1948,2010,1986,AM → RU
ZA,CA,ZAF,CAN,15,1983,2013,2001,1950,2009,1984,ZA → CA
CL,AU,CHL,AUS,15,2006,2016,2014,1981,2008,2000,CL → AU
TR,CY,TUR,CYP,15,1977,2016,2003,1969,2008,1994,TR → CY
ZW,GB,ZWE,GBR,15,1972,2016,2007,1963,2010,1992,ZW → GB
AT,ES,AUT,ESP,15,2006,2016,2011,1990,2013,2002,AT → ES
US,IS,USA,ISL,15,1975,2009,1999,1970,2007,1992,US → IS
UA,AU,UKR,AUS,15,1993,2016,2010,1977,2005,1995,UA → AU
CH,DK,CHE,DNK,15,2001,2016,2011,1994,2009,2004,CH → DK
CH,ES,CHE,ESP,15,1977,2016,2003,1973,2013,1997,CH → ES
PK,AE,PAK,ARE,15,2001,2016,2009,1967,2009,2000,PK → AE
MY,NZ,MYS,NZL,15,2000,2016,2013,1997,2011,2006,MY → NZ
CH,NL,CHE,NLD,15,1997,2016,2009,1980,2011,1998,CH → NL
AR,FR,ARG,FRA,15,2008,2016,2012,1975,2007,1997,AR → FR
SD,QA,SDN,QAT,15,2000,2009,2005,1968,2003,1990,SD → QA
FR,IR,FRA,IRN,15,1986,2016,2002,1957,2006,1993,FR → IR
TR,ES,TUR,ESP,15,2011,2016,2015,1998,2008,2004,TR → ES
BE,PT,BEL,PRT,15,1976,2014,2004,1972,2010,1994,BE → PT
FR,LU,FRA,LUX,15,1994,2015,2006,1980,2011,1999,FR → LU
CN,AT,CHN,AUT,15,1997,2016,2011,1993,2008,2001,CN → AT
BY,RU,BLR,RUS,15,2005,2016,2010,1952,1999,1979,BY → RU
RU,NO,RUS,NOR,15,1992,2016,2008,1965,2006,1991,RU → NO
BR,SE,BRA,SWE,15,1997,2016,2011,1985,2010,2001,BR → SE
JP,SE,JPN,SWE,15,1986,2015,2006,1968,2009,1997,JP → SE
BR,NL,BRA,NLD,15,1990,2016,2013,1974,2009,2002,BR → NL
CL,BR,CHL,BRA,15,1974,2014,2001,1964,2009,1992,CL → BR
GR,AU,GRC,AUS,15,1977,2016,2004,1968,2011,1991,GR → AU
FR,ZA,FRA,ZAF,15,1992,2016,2009,1989,2010,2001,FR → ZA
TR,SE,TUR,SWE,15,2005,2016,2013,1984,2007,2001,TR → SE
FR,SG,FRA,SGP,15,2003,2014,2009,1997,2007,2002,FR → SG
ES,FI,ESP,FIN,15,2007,2016,2013,1990,2009,2002,ES → FI
EC,US,ECU,USA,15,2004,2016,2014,1977,2008,2000,EC → US
BE,IT,BEL,ITA,15,1982,2012,1999,1975,2012,1993,BE → IT
IL,AU,ISR,AUS,15,1983,2014,2006,1973,2006,1995,IL → AU
GB,BD,GBR,BGD,15,1986,2016,2003,1982,2011,1999,GB → BD
NG,AU,NGA,AUS,15,1987,2016,2009,1975,2004,1995,NG → AU
AU,TH,AUS,THA,15,1977,2016,2003,1974,2010,1996,AU → TH
RO,SE,ROU,SWE,14,1995,2016,2009,1984,2008,1997,RO → SE
IN,CZ,IND,CZE,14,2008,2016,2012,1986,2008,2002,IN → CZ
NO,GB,NOR,GBR,14,1998,2016,2011,1985,2011,2002,NO → GB
FR,IE,FRA,IRL,14,1994,2016,2005,1989,2004,1996,FR → IE
CN,TW,CHN,TWN,14,1996,2016,2010,1980,2012,2005,CN → TW
HK,AU,HKG,AUS,14,1999,2016,2008,1984,2006,1997,HK → AU
RU,DK,RUS,DNK,14,1975,2015,2000,1970,2010,1994,RU → DK
RU,CO,RUS,COL,14,1983,2008,1995,1971,1997,1982,RU → CO
PK,IT,PAK,ITA,14,2015,2016,2016,1996,2010,2004,PK → IT
IR,NO,IRN,NOR,14,2005,2016,2013,1997,2010,2003,IR → NO
PT,CA,PRT,CAN,14,2008,2016,2013,1993,2005,2001,PT → CA
ES,PE,ESP,PER,14,1988,2015,2007,1986,2010,2001,ES → PE
CO,NL,COL,NLD,14,2010,2016,2015,1994,2008,2002,CO → NL
CA,ZA,CAN,ZAF,14,1984,2016,2000,1979,2008,1994,CA → ZA
PT,CH,PRT,CHE,14,2000,2016,2012,1989,2008,2001,PT → CH
IL,CA,ISR,CAN,14,1963,2016,1999,1953,2006,1991,IL → CA
FR,SY,FRA,SYR,14,1990,2013,2002,1981,2006,1995,FR → SY
ID,GB,IDN,GBR,14,2009,2016,2015,1994,2011,2002,ID → GB
AU,HK,AUS,HKG,14,1990,2016,2006,1971,2013,1994,AU → HK
GB,KW,GBR,KWT,14,1966,2012,1994,1962,2008,1989,GB → KW
PT,BE,PRT,BEL,14,2011,2016,2014,1984,2010,2004,PT → BE
CU,CL,CUB,CHL,14,2003,2016,2011,1966,2004,1992,CU → CL
US,CR,USA,CRI,14,1965,2015,2003,1962,2011,1991,US → CR
GB,CL,GBR,CHL,14,1979,2014,2002,1975,2009,1997,GB → CL
TW,SG,TWN,SGP,14,1973,2016,2006,1963,2007,1994,TW → SG
AU,QA,AUS,QAT,14,1981,2014,2004,1972,2011,1998,AU → QA
CY,GB,CYP,GBR,14,2006,2016,2012,1997,2009,2003,CY → GB
IE,ES,IRL,ESP,14,1995,2014,2005,1984,2009,1998,IE → ES
US,CZ,USA,CZE,14,1993,2016,2006,1971,2012,1998,US → CZ
MX,FR,MEX,FRA,14,2004,2016,2013,1972,2008,2000,MX → FR
CZ,SE,CZE,SWE,14,1983,2016,2008,1965,2008,1997,CZ → SE
MX,AU,MEX,AUS,13,2002,2016,2012,1992,2004,1998,MX → AU
VE,BR,VEN,BRA,13,2003,2016,2012,1978,2005,1995,VE → BR
CO,IT,COL,ITA,13,2005,2016,2012,1990,2011,2000,CO → IT
AR,CA,ARG,CAN,13,1997,2016,2006,1968,2007,1994,AR → CA
PL,CH,POL,CHE,13,1981,2016,2009,1977,2010,2000,PL → CH
PT,IT,PRT,ITA,13,2005,2016,2012,1984,2009,2000,PT → IT
PL,PT,POL,PRT,13,2004,2016,2013,1987,2008,2001,PL → PT
AT,DK,AUT,DNK,13,2000,2016,2013,1994,2010,2003,AT → DK
JP,CA,JPN,CAN,13,1977,2013,1999,1973,2009,1995,JP → CA
US,PS,USA,PSE,13,1977,2016,2001,1972,2009,1993,US → PS
MY,US,MYS,USA,13,1998,2016,2013,1986,2008,2002,MY → US
RO,AT,ROU,AUT,13,1997,2016,2008,1988,2009,2000,RO → AT
EG,AU,EGY,AUS,13,2002,2016,2015,1992,2004,2000,EG → AU
IR,NZ,IRN,NZL,13,2011,2016,2015,1994,2010,2003,IR → NZ
NL,CA,NLD,CAN,13,1995,2016,2008,1983,2009,1997,NL → CA
JP,FR,JPN,FRA,13,1993,2008,2001,1981,2011,1996,JP → FR
RS,AT,SRB,AUT,13,2008,2016,2013,1996,2008,2003,RS → AT
AU,AE,AUS,ARE,13,1997,2011,2004,1993,2003,1998,AU → AE
TW,JP,TWN,JPN,13,2008,2016,2014,1994,2009,2003,TW → JP
CN,MO,CHN,MAC,13,2002,2016,2009,1995,2010,2001,CN → MO
CN,IT,CHN,ITA,13,2001,2016,2013,1980,2011,2003,CN → IT
ET,SE,ETH,SWE,13,2005,2016,2014,1980,2007,1999,ET → SE
JP,SA,JPN,SAU,13,1979,2016,2004,1976,2009,2000,JP → SA
